id,symbol,seqnames,strand,TSS,CAGE_representative_TSS,type
ENSG00000255112,CHMP1B,chr18,+,11851396,11851414,protein_coding
ENSG00000255117,RP5-1027O15.1,chr11,+,29594918,29594918,lincRNA
ENSG00000255121,RP11-110I1.12,chr11,-,118998004,118998002,lincRNA
ENSG00000255124,RP11-680F20.5,chr11,+,125939212,125939212,lincRNA
ENSG00000255132,RP11-63C8.1,chr11,+,41394595,41394595,lincRNA
ENSG00000255133,RP11-646J21.2,chr11,-,33822095,33822095,lincRNA
ENSG00000255135,RP11-111M22.3,chr11,-,76444656,76444680,lincRNA
ENSG00000255136,CTD-2562J17.4,chr11,-,75241173,75241173,lincRNA
ENSG00000255142,AP006621.6,chr11,+,781645,781645,lincRNA
ENSG00000255146,RP11-659P15.1,chr11,-,58060138,58060138,lincRNA
ENSG00000255150,EID3,chr12,+,104303739,104303749,protein_coding
ENSG00000255151,GLYATL1P3,chr11,+,59086307,59086307,protein_coding
ENSG00000255160,RP11-428C19.5,chr11,+,19299883,19299883,lincRNA
ENSG00000255169,RP11-646J21.3,chr11,+,33804768,33805042,lincRNA
ENSG00000255171,LINC01499,chr11,+,41714568,41714534,lincRNA
ENSG00000255175,RP11-277K23.1,chr11,-,38646356,38646356,lincRNA
ENSG00000255178,RP11-686G23.2,chr11,-,80762826,80762826,lincRNA
ENSG00000255179,RP11-324J3.1,chr11,+,7222933,7222933,lincRNA
ENSG00000255181,CCDC166,chr8,-,143708109,143708109,protein_coding
ENSG00000255183,RP11-720D4.3,chr11,-,87719411,87719411,lincRNA
ENSG00000255187,RP11-699F16.2,chr11,+,91158083,91158083,lincRNA
ENSG00000255191,RP11-626H12.1,chr11,+,69985876,69985752,lincRNA
ENSG00000255192,NANOGP8,chr15,-,35085110,35085110,protein_coding
ENSG00000255193,RP11-945A11.1,chr11,+,23730588,23730588,lincRNA
ENSG00000255198,SNHG9,chr16,+,1964959,1965003,lincRNA
ENSG00000255209,RP11-258O13.1,chr11,-,79612300,79612300,lincRNA
ENSG00000255216,RP11-831A10.1,chr11,-,120012158,120012158,lincRNA
ENSG00000255221,CARD17,chr11,-,105101431,105101431,protein_coding
ENSG00000255223,OR5M11,chr11,-,56543257,56543257,protein_coding
ENSG00000255226,CTD-2210P24.3,chr11,-,45751871,45751871,lincRNA
ENSG00000255227,RP11-460B17.2,chr11,+,29445487,29445487,lincRNA
ENSG00000255233,RP11-755E23.3,chr11,+,93240133,93240133,lincRNA
ENSG00000255243,CTD-2507G9.1,chr11,+,26189123,26188808,lincRNA
ENSG00000255246,RP11-179A16.2,chr11,-,82643419,82643419,lincRNA
ENSG00000255247,CTD-2523D13.1,chr11,+,119709920,119709920,lincRNA
ENSG00000255250,CTD-2005H7.2,chr11,+,86727355,86727355,lincRNA
ENSG00000255251,PRR23D1,chr8,+,7539628,7539628,protein_coding
ENSG00000255257,AC025016.1,chr11,+,5938751,5938751,lincRNA
ENSG00000255258,RP11-448P19.1,chr11,-,133810376,133810376,lincRNA
ENSG00000255260,CTD-3224I3.3,chr11,-,11243715,11243715,lincRNA
ENSG00000255267,RP11-430H10.2,chr11,+,45371397,45371397,lincRNA
ENSG00000255269,RP11-702F3.4,chr11,-,46220438,46220438,lincRNA
ENSG00000255271,RP4-594L9.2,chr11,-,34557924,34557924,lincRNA
ENSG00000255275,RP13-279N23.2,chr1,-,18921121,18921121,protein_coding
ENSG00000255279,RP11-375D13.4,chr11,+,41855920,41855920,lincRNA
ENSG00000255284,AP006621.5,chr11,+,777578,777570,lincRNA
ENSG00000255289,RP11-91I20.1,chr8,+,60660820,60660820,lincRNA
ENSG00000255298,OR8G5,chr11,+,124264827,124264827,protein_coding
ENSG00000255299,RP11-655C2.3,chr11,-,58505758,58505758,lincRNA
ENSG00000255300,RP11-148I19.1,chr11,-,42163851,42163851,lincRNA
ENSG00000255307,OR52B2,chr11,-,6170408,6170408,protein_coding
ENSG00000255313,RP11-1082L8.2,chr8,-,124943765,124943765,lincRNA
ENSG00000255314,RP11-702F3.3,chr11,+,46123573,46171917,lincRNA
ENSG00000255318,RP11-655M14.13,chr11,-,67627304,67627304,lincRNA
ENSG00000255323,LINC01495,chr11,-,22492019,22492019,lincRNA
ENSG00000255325,RP11-96B2.1,chr8,-,122489815,122489815,lincRNA
ENSG00000255327,RP11-555G19.1,chr11,+,134950708,134950991,lincRNA
ENSG00000255328,RP11-326C3.12,chr11,+,327171,327393,lincRNA
ENSG00000255332,RP11-201M22.1,chr11,+,91794362,91794362,lincRNA
ENSG00000255344,RP11-469N6.2,chr11,+,134714542,134714542,lincRNA
ENSG00000255345,CTD-2337I7.1,chr11,+,79092848,79092848,lincRNA
ENSG00000255346,NOX5,chr15,+,68930525,68930525,protein_coding
ENSG00000255357,RP11-34N19.1,chr11,+,22492112,22492112,lincRNA
ENSG00000255359,CCDC179,chr11,-,22860426,22860469,protein_coding
ENSG00000255362,RP11-619A14.3,chr11,-,76216025,76216025,lincRNA
ENSG00000255363,RP11-672A2.5,chr11,-,76630363,76630422,lincRNA
ENSG00000255364,RP11-94A24.1,chr8,-,122428551,122428557,lincRNA
ENSG00000255366,RP11-1134I14.8,chr8,+,47190772,47190772,lincRNA
ENSG00000255367,RP13-726E6.2,chr11,-,3581211,3581211,lincRNA
ENSG00000255374,TAS2R43,chr12,-,11134244,11134244,protein_coding
ENSG00000255375,RP1-65P5.5,chr11,+,32132699,32132657,lincRNA
ENSG00000255378,PRR23D2,chr8,-,7781413,7781413,protein_coding
ENSG00000255382,RP11-718B12.2,chr11,+,82791662,82791662,lincRNA
ENSG00000255384,RP11-770J1.4,chr11,-,118435206,118435206,lincRNA
ENSG00000255388,RP11-124G5.3,chr11,-,41714448,41714448,lincRNA
ENSG00000255393,RP11-736I10.1,chr11,+,60024908,60024908,lincRNA
ENSG00000255394,C8orf49,chr8,+,11761256,11761256,lincRNA
ENSG00000255400,RP13-631K18.5,chr11,+,12086891,12086871,lincRNA
ENSG00000255406,RP11-713P17.5,chr11,+,134026987,134026987,lincRNA
ENSG00000255408,PCDHA3,chr5,+,140801028,140801068,protein_coding
ENSG00000255411,RP11-98J9.1,chr11,+,13785390,13785390,lincRNA
ENSG00000255418,RP11-266A24.1,chr11,+,23164900,23164900,lincRNA
ENSG00000255423,EBLN2,chr3,+,73061659,73061659,protein_coding
ENSG00000255426,CTD-2210P24.2,chr11,-,45735766,45735766,lincRNA
ENSG00000255427,RP11-350D17.2,chr11,+,34570876,34570901,lincRNA
ENSG00000255433,AP000479.1,chr11,+,56848478,56848478,lincRNA
ENSG00000255447,CTD-2210P24.6,chr11,+,45813219,45813219,lincRNA
ENSG00000255451,RP11-58K22.1,chr11,+,44468464,44468464,lincRNA
ENSG00000255455,RP11-890B15.3,chr11,-,130870247,130870247,lincRNA
ENSG00000255458,RP11-539G18.3,chr4,+,39639140,39639208,lincRNA
ENSG00000255465,RP11-264E20.1,chr11,-,128621806,128621806,lincRNA
ENSG00000255470,RP11-113D6.6,chr11,-,18189495,18189495,lincRNA
ENSG00000255474,RP11-234B24.2,chr12,-,4720102,4720102,lincRNA
ENSG00000255475,RP11-687M24.4,chr11,-,125139587,125139587,lincRNA
ENSG00000255477,RP11-63D14.1,chr11,+,38498995,38498995,lincRNA
ENSG00000255479,RP11-672A2.6,chr11,-,76626834,76626834,lincRNA
ENSG00000255484,RP11-65M17.1,chr11,-,112555802,112555802,lincRNA
ENSG00000255491,RP11-1082L8.4,chr8,-,124815682,124815751,lincRNA
ENSG00000255494,LINC00681,chr8,+,12794243,12794316,lincRNA
ENSG00000255501,CARD18,chr11,-,105139726,105139758,protein_coding
ENSG00000255502,RP11-379J13.2,chr11,-,97942762,97942762,lincRNA
ENSG00000255503,RP11-113K21.4,chr11,-,83097196,83097196,lincRNA
ENSG00000255512,AP005135.2,chr11,-,135075899,135075899,lincRNA
ENSG00000255516,RP11-164N3.1,chr11,+,88050106,88050106,lincRNA
ENSG00000255524,NPIPB8,chr16,+,28637654,28637654,protein_coding
ENSG00000255528,RP11-25I9.2,chr11,-,109037967,109037967,lincRNA
ENSG00000255529,POLR2M,chr15,+,57706629,57706714,protein_coding
ENSG00000255546,RP11-168K9.1,chr11,+,127021754,127021754,lincRNA
ENSG00000255553,RP11-810P12.5,chr11,-,62082184,62082322,lincRNA
ENSG00000255557,RP11-770G2.2,chr11,+,65745729,65745729,lincRNA
ENSG00000255558,CTC-497E21.5,chr11,-,13134839,13134839,lincRNA
ENSG00000255565,RP11-6B19.1,chr12,+,15780068,15780068,lincRNA
ENSG00000255571,MIR9-3HG,chr15,+,89361579,89362509,lincRNA
ENSG00000255580,AP000462.2,chr11,+,115363629,115363629,lincRNA
ENSG00000255582,OR10G2,chr14,-,21634940,21634940,protein_coding
ENSG00000255587,RAB44,chr6,+,36697851,36697826,protein_coding
ENSG00000255595,RP4-809F18.1,chr12,+,126359302,126359302,lincRNA
ENSG00000255599,AP000997.1,chr11,+,115628065,115627975,lincRNA
ENSG00000255605,RP11-644L4.1,chr11,+,95698086,95698086,lincRNA
ENSG00000255606,AP000439.2,chr11,-,69444743,69444966,lincRNA
ENSG00000255618,RP11-357K6.1,chr12,-,118775137,118775137,lincRNA
ENSG00000255621,RP11-377D9.3,chr12,+,13000451,13000430,lincRNA
ENSG00000255628,RP11-313F23.3,chr12,+,34149839,34149839,lincRNA
ENSG00000255652,RP11-313F23.4,chr12,-,34218853,34219210,lincRNA
ENSG00000255660,RERG-AS1,chr12,+,15151923,15151923,lincRNA
ENSG00000255663,RP11-212D19.4,chr11,+,114400682,114400682,protein_coding
ENSG00000255666,RP11-867G2.6,chr11,+,94641907,94641907,lincRNA
ENSG00000255669,RP11-885B4.2,chr12,-,2770455,2770455,lincRNA
ENSG00000255670,RP11-253I19.3,chr12,+,12485353,12485353,lincRNA
ENSG00000255679,JRKL-AS1,chr11,-,96506826,96506919,lincRNA
ENSG00000255686,RP11-227B21.2,chr12,+,117453012,117453012,lincRNA
ENSG00000255689,RP11-136I14.5,chr11,+,115582297,115582306,lincRNA
ENSG00000255693,RP11-766N7.3,chr12,+,64883394,64883774,lincRNA
ENSG00000255713,OR4D2,chr17,+,58169656,58169656,protein_coding
ENSG00000255714,RP11-121J20.1,chr12,-,118648724,118648724,lincRNA
ENSG00000255727,LINC01489,chr12,+,15001833,15001839,lincRNA
ENSG00000255740,RP11-239A17.1,chr12,+,16786762,16786762,lincRNA
ENSG00000255745,RP11-625L16.1,chr12,+,24704565,24704469,lincRNA
ENSG00000255760,RP11-428G5.5,chr12,-,31887203,31887217,lincRNA
ENSG00000255772,LINC01479,chr12,+,67929235,67929235,lincRNA
ENSG00000255774,AP000439.3,chr11,-,69479940,69479894,lincRNA
ENSG00000255775,RP3-454B23.1,chr12,-,6160719,6160719,lincRNA
ENSG00000255778,RP4-765H13.1,chr12,+,126191378,126191378,lincRNA
ENSG00000255801,RP11-561P12.5,chr12,-,8567613,8567936,lincRNA
ENSG00000255804,OR6J1,chr14,-,22634811,22634811,protein_coding
ENSG00000255814,RP11-357K6.2,chr12,-,118833536,118833536,lincRNA
ENSG00000255819,KLRC4-KLRK1,chr12,-,10410146,10409543,protein_coding
ENSG00000255823,MTRNR2L8,chr11,-,10509189,10509186,protein_coding
ENSG00000255833,TIFAB,chr5,-,135452399,135452334,protein_coding
ENSG00000255837,TAS2R20,chr12,-,10997875,10997875,protein_coding
ENSG00000255854,PPIAL4B,chr1,-,149583821,149583821,protein_coding
ENSG00000255856,RP11-87C12.5,chr12,-,122020063,122020063,lincRNA
ENSG00000255858,RP11-612B6.1,chr12,+,26315715,26315715,lincRNA
ENSG00000255864,RP11-444D3.1,chr12,-,24562590,24562459,lincRNA
ENSG00000255866,RP11-221N13.2,chr12,+,65559591,65559591,lincRNA
ENSG00000255871,RP11-69C13.1,chr12,+,16693800,16693800,lincRNA
ENSG00000255872,RP11-613M10.9,chr9,-,38068687,38068824,protein_coding
ENSG00000255874,LINC00346,chr13,-,110870251,110870251,lincRNA
ENSG00000255910,RP11-405A12.2,chr12,+,19775451,19775453,lincRNA
ENSG00000255931,RP11-286N22.10,chr11,+,61496440,61496440,lincRNA
ENSG00000255933,RP11-495K9.5,chr12,-,131758047,131758047,lincRNA
ENSG00000255940,REXO1L10P,chr8,-,85746516,85746516,protein_coding
ENSG00000255944,RP11-407A16.4,chr12,-,126690322,126690322,lincRNA
ENSG00000255945,RP11-351O2.1,chr12,+,127598168,127598168,lincRNA
ENSG00000255947,RP11-855O10.3,chr11,-,61655702,61655702,lincRNA
ENSG00000255963,PPIAL4A,chr1,-,148483327,148483327,protein_coding
ENSG00000255970,RP11-43N5.1,chr12,-,67729475,67729475,lincRNA
ENSG00000255974,CYP2A6,chr19,-,40882210,40850447,protein_coding
ENSG00000255980,AP000439.1,chr11,+,69425690,69425678,lincRNA
ENSG00000255983,RP11-1038A11.1,chr12,+,5388589,5388589,lincRNA
ENSG00000255992,RP11-417L19.4,chr12,-,131929351,131929351,lincRNA
ENSG00000255994,CCDC177,chr14,-,69571315,69571315,protein_coding
ENSG00000255998,RP11-407A16.7,chr12,+,126690479,126690479,lincRNA
ENSG00000256001,RP11-575F12.2,chr12,-,127146532,127146080,lincRNA
ENSG00000256022,RP11-526P6.1,chr12,-,127636467,127636467,lincRNA
ENSG00000256039,RP11-291B21.2,chr12,+,10553363,10553365,lincRNA
ENSG00000256043,CTSO,chr4,-,155953917,155953866,protein_coding
ENSG00000256045,MTRNR2L10,chrX,-,55182920,55182441,protein_coding
ENSG00000256050,RP11-982M15.6,chr14,+,104681146,104681133,lincRNA
ENSG00000256053,APOPT1,chr14,+,103562962,103562968,protein_coding
ENSG00000256061,DYX1C1,chr15,-,55508234,55498388,protein_coding
ENSG00000256064,RP11-117L5.4,chr12,-,130421019,130421019,lincRNA
ENSG00000256073,URB1-AS1,chr21,+,32393130,32393155,lincRNA
ENSG00000256077,RP11-335O4.1,chr12,-,67589987,67589987,lincRNA
ENSG00000256084,RP11-134N1.2,chr12,+,14216590,14216646,lincRNA
ENSG00000256085,RP11-337L12.1,chr12,-,129522763,129522763,lincRNA
ENSG00000256087,ZNF432,chr19,-,52095738,52048836,protein_coding
ENSG00000256097,LINC00696,chr3,-,52063551,52063551,protein_coding
ENSG00000256101,RP11-90D4.3,chr12,+,8321876,8321876,lincRNA
ENSG00000256115,RP11-319E16.1,chr12,-,5243151,5243154,lincRNA
ENSG00000256120,RP11-778H2.1,chr12,+,24223271,24223275,lincRNA
ENSG00000256124,LINC01152,chr17,+,72030291,72030635,lincRNA
ENSG00000256128,LINC00944,chr12,-,126772411,126772259,lincRNA
ENSG00000256137,RP11-174M13.2,chr12,-,129698227,129698227,lincRNA
ENSG00000256146,RP11-319E16.2,chr12,+,5315961,5315961,lincRNA
ENSG00000256149,RP11-357K6.3,chr12,-,118908930,118908930,lincRNA
ENSG00000256150,RP11-885B4.1,chr12,-,2771908,2771908,lincRNA
ENSG00000256151,RP11-76C10.5,chr12,-,130993976,130993930,lincRNA
ENSG00000256155,RP11-277P12.9,chr12,-,10361045,10361116,lincRNA
ENSG00000256162,SMLR1,chr6,+,130827406,130827438,protein_coding
ENSG00000256166,XXbac-BPG248L24.13,chr6,-,31301642,31301642,lincRNA
ENSG00000256172,RP11-473M14.3,chr12,-,67442559,67442559,lincRNA
ENSG00000256188,TAS2R30,chr12,-,11134644,11134644,protein_coding
ENSG00000256193,LINC00507,chr12,+,127915372,127915407,lincRNA
ENSG00000256199,RP11-439H13.2,chr12,-,64533638,64533638,lincRNA
ENSG00000256204,RP11-243M5.1,chr12,+,130977562,130977562,lincRNA
ENSG00000256209,RP11-897M7.1,chr12,-,131492951,131492951,lincRNA
ENSG00000256218,RP11-1038A11.2,chr12,-,5367774,5367774,lincRNA
ENSG00000256222,MTRNR2L3,chr20,-,57359980,57359494,protein_coding
ENSG00000256223,ZNF10,chr12,+,133130575,133130627,protein_coding
ENSG00000256226,RP11-582E3.2,chr12,-,27161393,27161393,lincRNA
ENSG00000256229,ZNF486,chr19,+,20167228,20167214,protein_coding
ENSG00000256232,RP11-771K4.1,chr12,-,31369301,31368923,lincRNA
ENSG00000256237,RP11-434C1.2,chr12,-,11555838,11555838,lincRNA
ENSG00000256248,RP11-123O10.4,chr12,-,67069162,67069613,lincRNA
ENSG00000256249,RP11-324E6.6,chr12,+,122687125,122687125,lincRNA
ENSG00000256256,RP11-443N24.4,chr12,-,25885855,25885855,lincRNA
ENSG00000256258,RP11-495K9.9,chr12,-,131623203,131623203,lincRNA
ENSG00000256259,RP11-366L20.4,chr12,-,66031066,66031066,lincRNA
ENSG00000256268,RP11-221N13.3,chr12,+,65602869,65602825,lincRNA
ENSG00000256269,HMBS,chr11,+,119084866,119084893,protein_coding
ENSG00000256273,RP11-71J4.2,chr12,+,68344664,68344664,lincRNA
ENSG00000256276,RP5-916L7.2,chr12,+,125983702,125983702,lincRNA
ENSG00000256281,RP11-136I14.2,chr11,-,115532953,115532953,lincRNA
ENSG00000256286,RP11-983C2.3,chr12,+,126874821,126874804,lincRNA
ENSG00000256287,RP11-664H17.1,chr12,+,20014780,20014780,lincRNA
ENSG00000256288,RP11-277P12.10,chr12,-,10338292,10338292,lincRNA
ENSG00000256292,RP11-955H22.1,chr12,-,127284283,127284283,lincRNA
ENSG00000256294,ZNF225,chr19,+,44112181,44113429,protein_coding
ENSG00000256298,RP11-474D1.1,chr12,+,130047132,130047132,lincRNA
ENSG00000256299,RP11-989F5.3,chr12,-,130812622,130812622,lincRNA
ENSG00000256312,RP13-977J11.8,chr12,+,132190213,132190213,lincRNA
ENSG00000256321,RP11-153K16.1,chr12,+,23099368,23099368,lincRNA
ENSG00000256342,RP3-446N13.1,chr12,+,126095992,126095992,lincRNA
ENSG00000256343,RP11-662M24.1,chr12,+,130651371,130651371,lincRNA
ENSG00000256362,RP11-955H22.3,chr12,-,127340072,127340072,lincRNA
ENSG00000256374,PPIAL4D,chr1,-,144592866,144592866,protein_coding
ENSG00000256389,RP11-606D9.1,chr12,+,17589257,17589257,lincRNA
ENSG00000256391,SDIM1,chr6,-,165896237,165896237,protein_coding
ENSG00000256394,ASIC5,chr4,-,155866273,155866277,protein_coding
ENSG00000256417,RP11-1038A11.3,chr12,+,5290480,5290480,lincRNA
ENSG00000256422,RP11-886D15.1,chr11,-,104609321,104609302,lincRNA
ENSG00000256424,RP11-495K9.7,chr12,-,131648121,131648121,lincRNA
ENSG00000256427,RP11-118B22.4,chr12,+,9246497,9246497,lincRNA
ENSG00000256433,RP1-102E24.8,chr12,+,6393905,6393905,lincRNA
ENSG00000256436,TAS2R31,chr12,-,11031407,11031407,protein_coding
ENSG00000256440,RP11-443N24.3,chr12,-,25834182,25834182,lincRNA
ENSG00000256443,RP11-794G24.1,chr11,-,61542259,61542259,lincRNA
ENSG00000256463,SALL3,chr18,+,78980275,78979821,protein_coding
ENSG00000256484,RP13-507P19.1,chr12,+,131366660,131366660,lincRNA
ENSG00000256494,RP5-944M2.1,chr12,-,126405528,126405528,lincRNA
ENSG00000256499,CTC-465D4.1,chr12,-,20129813,20129813,lincRNA
ENSG00000256504,RP11-1060J15.7,chr12,+,27704568,27704568,lincRNA
ENSG00000256513,RP11-977P2.1,chr12,-,28825831,28825831,lincRNA
ENSG00000256514,AP003419.11,chr11,-,67373584,67373598,protein_coding
ENSG00000256525,POLG2,chr17,-,64497036,64497052,protein_coding
ENSG00000256530,AC019294.1,chr15,+,75737970,75737970,protein_coding
ENSG00000256537,SMIM10L1,chr12,+,11171222,11171195,protein_coding
ENSG00000256538,RP11-847H18.3,chr12,+,34037438,34037438,lincRNA
ENSG00000256540,RP11-598F7.6,chr12,-,182399,182408,lincRNA
ENSG00000256551,RP13-653N12.1,chr12,-,128118132,128118132,lincRNA
ENSG00000256560,LINC01486,chr12,-,109359488,109359453,lincRNA
ENSG00000256568,RP11-800A3.3,chr11,+,73176694,73176694,lincRNA
ENSG00000256574,OR13A1,chr10,-,45315608,45315608,protein_coding
ENSG00000256576,RP13-977J11.2,chr12,-,132189695,132189704,lincRNA
ENSG00000256582,RP11-75L1.1,chr12,+,9704077,9704077,lincRNA
ENSG00000256591,RP11-286N22.8,chr11,+,61429220,61430124,protein_coding
ENSG00000256596,RP11-522N14.2,chr12,+,124206228,124206228,lincRNA
ENSG00000256597,FLJ37505,chr12,+,127881617,127881617,lincRNA
ENSG00000256618,MTRNR2L1,chr17,+,22523111,22522637,protein_coding
ENSG00000256637,RP11-76I14.1,chr2,+,103874310,103874357,lincRNA
ENSG00000256642,LINC00273,chr16,-,34160036,34160036,lincRNA
ENSG00000256643,RP11-349K16.1,chr12,-,128027166,128027166,lincRNA
ENSG00000256654,RP11-429A20.4,chr12,+,5023682,5023682,lincRNA
ENSG00000256655,TMEM75,chr8,-,127948345,127948345,protein_coding
ENSG00000256659,RP13-653N12.2,chr12,+,128118217,128118217,lincRNA
ENSG00000256660,CLEC12B,chr12,+,10010627,10010786,protein_coding
ENSG00000256671,LIMS3L,chr2,-,110473075,110473075,protein_coding
ENSG00000256672,RP11-218M22.2,chr12,-,684127,684127,lincRNA
ENSG00000256683,ZNF350,chr19,-,51986856,51986829,protein_coding
ENSG00000256684,RP11-49K4.2,chr11,+,96508425,96508425,lincRNA
ENSG00000256686,RP11-443N24.2,chr12,-,25814171,25814171,lincRNA
ENSG00000256695,RP1-166H1.2,chr12,+,120389546,120389546,lincRNA
ENSG00000256699,RP11-669N7.3,chr12,+,129208601,129208601,lincRNA
ENSG00000256713,PGA5,chr11,+,61241042,61241042,protein_coding
ENSG00000256714,RP11-73M14.1,chr12,-,22398075,22398075,lincRNA
ENSG00000256715,AL050302.1,chr21,-,13373065,13373065,protein_coding
ENSG00000256717,AP000797.3,chr11,+,115659658,115659658,lincRNA
ENSG00000256725,RP11-662M24.2,chr12,-,130716281,130633916,lincRNA
ENSG00000256732,RP11-407A16.3,chr12,-,126690318,126690296,lincRNA
ENSG00000256733,RP11-881M11.8,chr11,+,61055737,61055737,lincRNA
ENSG00000256742,RP13-941N14.1,chr12,+,121580792,121580519,lincRNA
ENSG00000256750,RP11-3L23.2,chr12,-,118761679,118761678,lincRNA
ENSG00000256762,STH,chr17,+,45999250,45999250,protein_coding
ENSG00000256763,RP1-116K23.1,chr12,+,126168235,126168235,lincRNA
ENSG00000256771,ZNF253,chr19,+,19865886,19865886,protein_coding
ENSG00000256783,RP11-503G7.1,chr12,+,132457160,132457123,lincRNA
ENSG00000256790,RP11-429A20.3,chr12,+,5018465,5018465,lincRNA
ENSG00000256797,KLRF2,chr12,+,9881489,9881489,protein_coding
ENSG00000256806,C17orf100,chr17,+,6651718,6651762,lincRNA
ENSG00000256810,RP11-76C10.2,chr12,-,131035487,131035487,lincRNA
ENSG00000256812,CAPNS2,chr16,+,55566672,55566684,protein_coding
ENSG00000256814,RP11-158L12.5,chr12,+,125150058,125150058,lincRNA
ENSG00000256870,SLC5A8,chr12,-,101210407,101210238,protein_coding
ENSG00000256875,RP11-503G7.2,chr12,+,132462242,132462242,lincRNA
ENSG00000256888,RP13-81N3.2,chr12,+,10750234,10750234,lincRNA
ENSG00000256892,MTRNR2L7,chr10,-,37602974,37602974,protein_coding
ENSG00000256906,RP11-474D1.2,chr12,+,130070325,130070283,lincRNA
ENSG00000256915,RP11-221N13.4,chr12,+,65644334,65644334,lincRNA
ENSG00000256922,RP11-749H20.1,chr12,-,127821183,127821183,lincRNA
ENSG00000256923,RP11-449P1.1,chr12,+,22742582,22742582,lincRNA
ENSG00000256927,RP5-944M2.2,chr12,+,126425990,126425990,lincRNA
ENSG00000256953,RP11-6B19.2,chr12,-,15828274,15828274,lincRNA
ENSG00000256955,RP11-417L19.2,chr12,+,131857420,131857420,lincRNA
ENSG00000256969,RP11-320N7.2,chr12,+,4020977,4021115,lincRNA
ENSG00000256971,LINC00508,chr12,-,127950160,127950160,lincRNA
ENSG00000256972,AP000462.3,chr11,+,115333577,115333577,lincRNA
ENSG00000256973,RP11-359J14.2,chr12,-,22463914,22463914,lincRNA
ENSG00000256977,LIMS3,chr2,+,109898428,109898428,protein_coding
ENSG00000256982,CTD-2555A7.2,chr16,-,89052965,89052954,lincRNA
ENSG00000256984,RP11-551L14.6,chr12,+,31012503,31012503,lincRNA
ENSG00000256988,RP11-234B24.4,chr12,-,4808641,4808641,lincRNA
ENSG00000256994,RP11-871F6.3,chr12,-,17589992,17589992,lincRNA
ENSG00000256995,RP11-114G22.1,chr12,+,22699859,22699941,lincRNA
ENSG00000257004,RP11-180M15.3,chr12,+,12668982,12668982,lincRNA
ENSG00000257008,GPR142,chr17,+,74367407,74367407,protein_coding
ENSG00000257017,HP,chr16,+,72054592,72056177,protein_coding
ENSG00000257040,AC005477.1,chr14,-,71991609,71991609,protein_coding
ENSG00000257048,RP11-476M19.2,chr12,+,3367833,3367833,lincRNA
ENSG00000257056,RP11-966I7.2,chr14,-,28785787,28785714,lincRNA
ENSG00000257057,C11orf97,chr11,+,94512581,94512466,lincRNA
ENSG00000257060,RP11-266O8.1,chr15,+,93312557,93313206,lincRNA
ENSG00000257061,RP4-809F18.2,chr12,+,126358034,126358034,lincRNA
ENSG00000257062,RP11-125O5.2,chr12,+,21047179,21047179,protein_coding
ENSG00000257065,RP3-468K18.5,chr6,+,143807092,143806576,protein_coding
ENSG00000257067,AP000797.4,chr11,+,115932774,115932774,lincRNA
ENSG00000257083,RP11-123O10.3,chr12,-,67096406,67096406,lincRNA
ENSG00000257084,U47924.27,chr12,+,6963246,6963226,lincRNA
ENSG00000257086,RP11-783K16.13,chr11,-,64249494,64249494,lincRNA
ENSG00000257088,PNMA6D,chrX,-,153077595,153077595,protein_coding
ENSG00000257093,KIAA1147,chr7,-,141702153,141702166,protein_coding
ENSG00000257097,CLIP1-AS1,chr12,+,122395542,122395537,lincRNA
ENSG00000257103,LSM14A,chr19,+,34172504,34172525,protein_coding
ENSG00000257114,RP11-25I15.3,chr12,+,42692216,42692344,lincRNA
ENSG00000257115,OR11H12,chr14,+,18601045,18601045,protein_coding
ENSG00000257124,RP11-384P14.1,chr12,-,83661719,83661719,lincRNA
